"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"48. Births in a public health facility that were delivered by caesarean section (%)",55.2,32.6,"","","JK","Anantnag"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",83.3,72.7,"Based on 25-49 unweighted cases","","JK","Anantnag"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",100,83,"Based on 25-49 unweighted cases","","JK","Anantnag"
"51. Children age 12-23 months who have received BCG (%)",88.4,98.7,"Based on 25-49 unweighted cases","","JK","Anantnag"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",85.5,82.5,"Based on 25-49 unweighted cases","","JK","Anantnag"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",90.5,88.9,"Based on 25-49 unweighted cases","","JK","Anantnag"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",90.5,92,"Based on 25-49 unweighted cases","","JK","Anantnag"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",51.9,NA,"Based on 25-49 unweighted cases","","JK","Anantnag"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",12.5,NA,"Based on 25-49 unweighted cases","","JK","Anantnag"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",90.5,65,"Based on 25-49 unweighted cases","","JK","Anantnag"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",88.3,77.2,"","","JK","Anantnag"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,100,"Based on 25-49 unweighted cases","","JK","Anantnag"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,0,"Based on 25-49 unweighted cases","","JK","Anantnag"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",7,6.3,"","","JK","Anantnag"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Anantnag"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Anantnag"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Anantnag"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",7.7,4.1,"","","JK","Anantnag"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",82.3,80.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Anantnag"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",51.1,45.9,"","","JK","Anantnag"
"68. Children under age 6 months exclusively breastfed16 (%)",48.1,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Anantnag"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Anantnag"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",14.4,9.1,"","","JK","Anantnag"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Anantnag"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",14.8,14,"","","JK","Anantnag"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",28.2,18.2,"","","JK","Anantnag"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",24.9,5.4,"","","JK","Anantnag"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",14,2.3,"","","JK","Anantnag"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",28.3,8.2,"","","JK","Anantnag"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",5,4.3,"","","JK","Anantnag"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",4.1,8.8,"","","JK","Anantnag"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",28.6,33.1,"","","JK","Anantnag"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",90.8,NA,"","","JK","Anantnag"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",79.2,41.1,"","","JK","Anantnag"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",75.7,36.7,"","","JK","Anantnag"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",54.1,35.5,"","Based on 25-49 unweighted cases","JK","Anantnag"
"84. All women age 15-49 years who are anaemic22 (%)",74.3,36.6,"","","JK","Anantnag"
"85. All women age 15-19 years who are anaemic22 (%)",88,36.2,"","","JK","Anantnag"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",5,NA,"","","JK","Anantnag"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",4.1,NA,"","","JK","Anantnag"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",10.4,NA,"","","JK","Anantnag"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",5.3,NA,"","","JK","Anantnag"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",3.7,NA,"","","JK","Anantnag"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.9,NA,"","","JK","Anantnag"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.5,NA,"","","JK","Anantnag"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.8,NA,"","","JK","Anantnag"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",20,NA,"","","JK","Anantnag"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.5,NA,"","","JK","Anantnag"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.7,NA,"","","JK","Anantnag"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",19.4,NA,"","","JK","Anantnag"
"98.Ever undergone a screening test for cervical cancer (%)",0.2,NA,"","","JK","Anantnag"
"99.Ever undergone a breast examination for breast cancer (%)",0,NA,"","","JK","Anantnag"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","JK","Anantnag"
"101. Women age 15 years and above who use any kind of tobacco (%)",2.9,NA,"","","JK","Anantnag"
"102. Men age 15 years and above who use any kind of tobacco (%)",47,NA,"","","JK","Anantnag"
"103. Women age 15 years and above who consume alcohol (%)",0.2,NA,"","","JK","Anantnag"
"104. Men age 15 years and above who consume alcohol (%)",0.1,NA,"","","JK","Anantnag"
"1. Female population age 6 years and above who ever attended school (%)",62.5,55,"","","JK","Badgam"
"2. Population below age 15 years (%)",22.3,25.2,"","","JK","Badgam"
"3. Sex ratio of the total population (females per 1,000 males)",937,989,"","","JK","Badgam"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",843,1039,"","","JK","Badgam"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",98.8,84.6,"","","JK","Badgam"
"6. Deaths in the last 3 years registered with the civil authority (%)",76.4,NA,"","","JK","Badgam"
"7. Population living in households with electricity (%)",99.5,99.1,"","","JK","Badgam"
"8. Population living in households with an improved drinking-water source1 (%)",95.8,97.8,"","","JK","Badgam"
"9. Population living in households that use an improved sanitation facility2 (%)",77,52,"","","JK","Badgam"
"10. Households using clean fuel for cooking3 (%)",71.1,61.8,"","","JK","Badgam"
"11. Households using iodized salt (%)",98.9,99.1,"","","JK","Badgam"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",5.2,3.1,"","","JK","Badgam"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",0,NA,"","","JK","Badgam"
"14. Women who are literate4 (%)",74.1,NA,"","","JK","Badgam"
"15. Women with 10 or more years of schooling (%)",48.2,28.4,"","","JK","Badgam"
"16. Women age 20-24 years married before age 18 years (%)",1.5,2.8,"","","JK","Badgam"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0,0.6,"","","JK","Badgam"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",1,0.8,"","","JK","Badgam"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",75.3,66.5,"","","JK","Badgam"
"20. Any method6 (%)",59.9,69.1,"","","JK","Badgam"
"21. Any modern method6 (%)",57.7,63.1,"","","JK","Badgam"
"22. Female sterilization (%)",19,34,"","","JK","Badgam"
"23. Male sterilization (%)",0,1,"","","JK","Badgam"
"24. IUD/PPIUD (%)",7.4,4.4,"","","JK","Badgam"
"25. Pill (%)",8.4,6.9,"","","JK","Badgam"
"26. Condom (%)",12.5,16,"","","JK","Badgam"
"27. Injectables (%)",9.8,0.8,"","","JK","Badgam"
"28. Total unmet need7 (%)",4.2,7.8,"","","JK","Badgam"
"29. Unmet need for spacing7 (%)",2.1,4.9,"","","JK","Badgam"
"30. Health worker ever talked to female non-users about family planning (%)",13.7,7.7,"","","JK","Badgam"
"31. Current users ever told about side effects of current method8 (%)",55.4,30.8,"","","JK","Badgam"
"32. Mothers who had an antenatal check-up in the first trimester (%)",83.3,86.3,"","","JK","Badgam"
"33. Mothers who had at least 4 antenatal care visits (%)",66.5,95.7,"","","JK","Badgam"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",97.5,97.6,"","","JK","Badgam"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",25.4,19.7,"","","JK","Badgam"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",12.4,13.8,"","","JK","Badgam"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",93.4,97.2,"","","JK","Badgam"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",88.7,89.6,"","","JK","Badgam"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",5525,5465,"","","JK","Badgam"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Badgam"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",86.3,NA,"","","JK","Badgam"
"42. Institutional births (%)",96.5,97.1,"","","JK","Badgam"
"43. Institutional births in public facility (%)",94.3,90.7,"","","JK","Badgam"
"44. Home births that were conducted by skilled health personnel10 (%)",2,1.5,"","","JK","Badgam"
"45. Births attended by skilled health personnel10 (%)",98.5,98.4,"","","JK","Badgam"
"46. Births delivered by caesarean section (%)",42.2,49.8,"","","JK","Badgam"
"47. Births in a private health facility that were delivered by caesarean section (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Badgam"
"48. Births in a public health facility that were delivered by caesarean section (%)",43,49.9,"","","JK","Badgam"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",92.5,87.5,"Based on 25-49 unweighted cases","","JK","Badgam"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",95.5,98.9,"Based on 25-49 unweighted cases","","JK","Badgam"
"51. Children age 12-23 months who have received BCG (%)",100,96.4,"Based on 25-49 unweighted cases","","JK","Badgam"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",92.5,88.5,"Based on 25-49 unweighted cases","","JK","Badgam"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",95.7,97.7,"Based on 25-49 unweighted cases","","JK","Badgam"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",95.7,96.7,"Based on 25-49 unweighted cases","","JK","Badgam"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",50.4,NA,"Based on 25-49 unweighted cases","","JK","Badgam"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",11.7,NA,"Based on 25-49 unweighted cases","","JK","Badgam"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",95.7,87.9,"Based on 25-49 unweighted cases","","JK","Badgam"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",93.5,71.5,"","","JK","Badgam"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,97,"Based on 25-49 unweighted cases","","JK","Badgam"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,2.1,"Based on 25-49 unweighted cases","","JK","Badgam"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",6.3,4.7,"","","JK","Badgam"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Badgam"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Badgam"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Badgam"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",5.1,8.9,"","","JK","Badgam"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",62.1,93.9,"Based on 25-49 unweighted cases","","JK","Badgam"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",67.4,67,"","","JK","Badgam"
"68. Children under age 6 months exclusively breastfed16 (%)",71.6,59.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Badgam"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Badgam"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",8.4,9.6,"","","JK","Badgam"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Badgam"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",14.2,9.6,"","","JK","Badgam"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",26.8,20.4,"","","JK","Badgam"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",18.9,4.2,"","","JK","Badgam"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",9.1,1,"","","JK","Badgam"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",20.6,8.9,"","","JK","Badgam"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",11.1,2.6,"","","JK","Badgam"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",4.7,10.9,"","","JK","Badgam"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",25.3,31.4,"","","JK","Badgam"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",86.4,NA,"","","JK","Badgam"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",85,71.3,"","","JK","Badgam"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",75,70.3,"","","JK","Badgam"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",57,61.3,"","","JK","Badgam"
"84. All women age 15-49 years who are anaemic22 (%)",73.9,70,"","","JK","Badgam"
"85. All women age 15-19 years who are anaemic22 (%)",83.7,72.7,"","","JK","Badgam"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",2.9,NA,"","","JK","Badgam"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",2.8,NA,"","","JK","Badgam"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",7.3,NA,"","","JK","Badgam"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",3.1,NA,"","","JK","Badgam"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",2.8,NA,"","","JK","Badgam"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",6.9,NA,"","","JK","Badgam"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.9,NA,"","","JK","Badgam"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.5,NA,"","","JK","Badgam"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",19.9,NA,"","","JK","Badgam"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11,NA,"","","JK","Badgam"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.7,NA,"","","JK","Badgam"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",18.6,NA,"","","JK","Badgam"
"98.Ever undergone a screening test for cervical cancer (%)",0.2,NA,"","","JK","Badgam"
"99.Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","JK","Badgam"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","JK","Badgam"
"101. Women age 15 years and above who use any kind of tobacco (%)",5.4,NA,"","","JK","Badgam"
"102. Men age 15 years and above who use any kind of tobacco (%)",42.9,NA,"","","JK","Badgam"
"103. Women age 15 years and above who consume alcohol (%)",0,NA,"","","JK","Badgam"
"104. Men age 15 years and above who consume alcohol (%)",0.2,NA,"","","JK","Badgam"
"1. Female population age 6 years and above who ever attended school (%)",62.4,62.5,"","","JK","Bandipore"
"2. Population below age 15 years (%)",25.5,29.2,"","","JK","Bandipore"
"3. Sex ratio of the total population (females per 1,000 males)",970,1050,"","","JK","Bandipore"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1000,875,"","","JK","Bandipore"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",87,73,"","","JK","Bandipore"
"6. Deaths in the last 3 years registered with the civil authority (%)",75.3,NA,"","","JK","Bandipore"
"7. Population living in households with electricity (%)",99,95.3,"","","JK","Bandipore"
"8. Population living in households with an improved drinking-water source1 (%)",89.8,91,"","","JK","Bandipore"
"9. Population living in households that use an improved sanitation facility2 (%)",66.8,39.3,"","","JK","Bandipore"
"10. Households using clean fuel for cooking3 (%)",77.9,54.3,"","","JK","Bandipore"
"11. Households using iodized salt (%)",98.5,99.7,"","","JK","Bandipore"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",9.1,3.4,"","","JK","Bandipore"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",3.4,NA,"","","JK","Bandipore"
"14. Women who are literate4 (%)",66.6,NA,"","","JK","Bandipore"
"15. Women with 10 or more years of schooling (%)",35.9,28.2,"","","JK","Bandipore"
"16. Women age 20-24 years married before age 18 years (%)",1.8,5.4,"","","JK","Bandipore"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0.8,0.9,"","","JK","Bandipore"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",0,3.5,"","","JK","Bandipore"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",64.4,69.8,"","","JK","Bandipore"
"20. Any method6 (%)",41.4,54,"","","JK","Bandipore"
"21. Any modern method6 (%)",34.6,37.6,"","","JK","Bandipore"
"22. Female sterilization (%)",18.1,21.5,"","","JK","Bandipore"
"23. Male sterilization (%)",0.3,0.8,"","","JK","Bandipore"
"24. IUD/PPIUD (%)",1.7,1.6,"","","JK","Bandipore"
"25. Pill (%)",6.3,3.7,"","","JK","Bandipore"
"26. Condom (%)",6.3,8.5,"","","JK","Bandipore"
"27. Injectables (%)",1.6,1.4,"","","JK","Bandipore"
"28. Total unmet need7 (%)",13.8,13.8,"","","JK","Bandipore"
"29. Unmet need for spacing7 (%)",5.5,5,"","","JK","Bandipore"
"30. Health worker ever talked to female non-users about family planning (%)",12,12,"","","JK","Bandipore"
"31. Current users ever told about side effects of current method8 (%)",61.1,37.2,"","","JK","Bandipore"
"32. Mothers who had an antenatal check-up in the first trimester (%)",82.9,83.1,"","","JK","Bandipore"
"33. Mothers who had at least 4 antenatal care visits (%)",82.6,90.3,"","","JK","Bandipore"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",91.1,89.9,"","","JK","Bandipore"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",21.9,15.7,"","","JK","Bandipore"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",8.8,9.6,"","","JK","Bandipore"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",97.5,74.9,"","","JK","Bandipore"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",82.6,81.7,"","","JK","Bandipore"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",6399,3984,"","","JK","Bandipore"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,0,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","JK","Bandipore"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",81.9,NA,"","","JK","Bandipore"
"42. Institutional births (%)",92.8,88.7,"","","JK","Bandipore"
"43. Institutional births in public facility (%)",82.2,74.5,"","","JK","Bandipore"
"44. Home births that were conducted by skilled health personnel10 (%)",1.7,1.7,"","","JK","Bandipore"
"45. Births attended by skilled health personnel10 (%)",93.7,89.9,"","","JK","Bandipore"
"46. Births delivered by caesarean section (%)",48.1,34.6,"","","JK","Bandipore"
"47. Births in a private health facility that were delivered by caesarean section (%)",49.2,43.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Bandipore"
"48. Births in a public health facility that were delivered by caesarean section (%)",52.2,38.2,"","","JK","Bandipore"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",90.3,68,"","","JK","Bandipore"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",92.1,84.3,"Based on 25-49 unweighted cases","","JK","Bandipore"
"51. Children age 12-23 months who have received BCG (%)",93.4,97.7,"","","JK","Bandipore"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",91.6,80.5,"","","JK","Bandipore"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",90.3,75.7,"","","JK","Bandipore"
