"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"22. Female sterilization (%)",30.8,NA,"","","GJ","Ahmedabad"
"23. Male sterilization (%)",0,NA,"","","GJ","Ahmedabad"
"24. IUD/PPIUD (%)",3.3,NA,"","","GJ","Ahmedabad"
"25. Pill (%)",3.8,NA,"","","GJ","Ahmedabad"
"26. Condom (%)",19.7,NA,"","","GJ","Ahmedabad"
"27. Injectables (%)",0.1,NA,"","","GJ","Ahmedabad"
"28. Total unmet need7 (%)",6.5,NA,"","","GJ","Ahmedabad"
"29. Unmet need for spacing7 (%)",3.4,NA,"","","GJ","Ahmedabad"
"30. Health worker ever talked to female non-users about family planning (%)",36.2,NA,"","","GJ","Ahmedabad"
"31. Current users ever told about side effects of current method8 (%)",76.5,NA,"","","GJ","Ahmedabad"
"32. Mothers who had an antenatal check-up in the first trimester (%)",73.5,NA,"","","GJ","Ahmedabad"
"33. Mothers who had at least 4 antenatal care visits (%)",77.8,NA,"","","GJ","Ahmedabad"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",85.9,NA,"","","GJ","Ahmedabad"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",69,NA,"","","GJ","Ahmedabad"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",54.3,NA,"","","GJ","Ahmedabad"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.7,NA,"","","GJ","Ahmedabad"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90,NA,"","","GJ","Ahmedabad"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",1279,NA,"","","GJ","Ahmedabad"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","GJ","Ahmedabad"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",86.4,NA,"","","GJ","Ahmedabad"
"42. Institutional births (%)",94.5,NA,"","","GJ","Ahmedabad"
"43. Institutional births in public facility (%)",46.7,NA,"","","GJ","Ahmedabad"
"44. Home births that were conducted by skilled health personnel10 (%)",1.2,NA,"","","GJ","Ahmedabad"
"45. Births attended by skilled health personnel10 (%)",95.3,NA,"","","GJ","Ahmedabad"
"46. Births delivered by caesarean section (%)",32.4,NA,"","","GJ","Ahmedabad"
"47. Births in a private health facility that were delivered by caesarean section (%)",43.8,NA,"","","GJ","Ahmedabad"
"48. Births in a public health facility that were delivered by caesarean section (%)",24.5,NA,"","","GJ","Ahmedabad"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",65.2,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",76.5,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"51. Children age 12-23 months who have received BCG (%)",93,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",69.1,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",80,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",82.7,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",13.2,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",2.2,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",82.1,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",85.1,NA,"","","GJ","Ahmedabad"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",89.4,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",10.6,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",1.8,NA,"","","GJ","Ahmedabad"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","GJ","Ahmedabad"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","GJ","Ahmedabad"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","GJ","Ahmedabad"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1,NA,"","","GJ","Ahmedabad"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","GJ","Ahmedabad"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",33.9,NA,"","","GJ","Ahmedabad"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","GJ","Ahmedabad"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","GJ","Ahmedabad"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",3.6,NA,"","","GJ","Ahmedabad"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","GJ","Ahmedabad"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",3,NA,"","","GJ","Ahmedabad"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",35.5,NA,"","","GJ","Ahmedabad"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",17.5,NA,"","","GJ","Ahmedabad"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",7.4,NA,"","","GJ","Ahmedabad"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",34,NA,"","","GJ","Ahmedabad"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",4.6,NA,"","","GJ","Ahmedabad"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",19.4,NA,"","","GJ","Ahmedabad"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",30.1,NA,"","","GJ","Ahmedabad"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",38,NA,"","","GJ","Ahmedabad"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",72,NA,"","","GJ","Ahmedabad"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",63.5,NA,"","","GJ","Ahmedabad"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",70.1,NA,"Based on 25-49 unweighted cases","","GJ","Ahmedabad"
"84. All women age 15-49 years who are anaemic22 (%)",63.7,NA,"","","GJ","Ahmedabad"
"85. All women age 15-19 years who are anaemic22 (%)",67.3,NA,"","","GJ","Ahmedabad"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",10.2,NA,"","","GJ","Ahmedabad"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",8.3,NA,"","","GJ","Ahmedabad"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",20.3,NA,"","","GJ","Ahmedabad"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",12,NA,"","","GJ","Ahmedabad"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",7.2,NA,"","","GJ","Ahmedabad"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",20.1,NA,"","","GJ","Ahmedabad"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8.4,NA,"","","GJ","Ahmedabad"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.3,NA,"","","GJ","Ahmedabad"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",18.5,NA,"","","GJ","Ahmedabad"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8.1,NA,"","","GJ","Ahmedabad"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.5,NA,"","","GJ","Ahmedabad"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",16.2,NA,"","","GJ","Ahmedabad"
"98.Ever undergone a screening test for cervical cancer (%)",0,NA,"","","GJ","Ahmedabad"
"99.Ever undergone a breast examination for breast cancer (%)",0,NA,"","","GJ","Ahmedabad"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","GJ","Ahmedabad"
"101. Women age 15 years and above who use any kind of tobacco (%)",6.2,NA,"","","GJ","Ahmedabad"
"102. Men age 15 years and above who use any kind of tobacco (%)",33.4,NA,"","","GJ","Ahmedabad"
"103. Women age 15 years and above who consume alcohol (%)",0.3,NA,"","","GJ","Ahmedabad"
"104. Men age 15 years and above who consume alcohol (%)",3.6,NA,"","","GJ","Ahmedabad"
"1. Female population age 6 years and above who ever attended school (%)",69.9,68.1,"","","GJ","Amreli"
"2. Population below age 15 years (%)",22.7,22.9,"","","GJ","Amreli"
"3. Sex ratio of the total population (females per 1,000 males)",984,927,"","","GJ","Amreli"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",977,820,"","","GJ","Amreli"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",99.6,96.5,"","","GJ","Amreli"
"6. Deaths in the last 3 years registered with the civil authority (%)",98.8,NA,"","","GJ","Amreli"
"7. Population living in households with electricity (%)",99.6,99.2,"","","GJ","Amreli"
"8. Population living in households with an improved drinking-water source1 (%)",97.8,97.9,"","","GJ","Amreli"
"9. Population living in households that use an improved sanitation facility2 (%)",73.3,75.4,"","","GJ","Amreli"
"10. Households using clean fuel for cooking3 (%)",65.6,52.4,"","","GJ","Amreli"
"11. Households using iodized salt (%)",93.5,94,"","","GJ","Amreli"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",47.7,11.8,"","","GJ","Amreli"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",12.9,NA,"Based on 25-49 unweighted cases","","GJ","Amreli"
"14. Women who are literate4 (%)",77.2,NA,"","","GJ","Amreli"
"15. Women with 10 or more years of schooling (%)",27.2,34,"","","GJ","Amreli"
"16. Women age 20-24 years married before age 18 years (%)",10.5,11.5,"","","GJ","Amreli"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1.3,3.7,"","","GJ","Amreli"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",1.6,3.5,"","","GJ","Amreli"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",73.8,66.2,"","","GJ","Amreli"
"20. Any method6 (%)",62.2,37.6,"","","GJ","Amreli"
"21. Any modern method6 (%)",51.9,36.9,"","","GJ","Amreli"
"22. Female sterilization (%)",40.5,33,"","","GJ","Amreli"
"23. Male sterilization (%)",0.2,0,"","","GJ","Amreli"
"24. IUD/PPIUD (%)",3.4,2,"","","GJ","Amreli"
"25. Pill (%)",0.5,0.2,"","","GJ","Amreli"
"26. Condom (%)",6.9,1.8,"","","GJ","Amreli"
"27. Injectables (%)",0,0,"","","GJ","Amreli"
"28. Total unmet need7 (%)",9.5,16.3,"","","GJ","Amreli"
"29. Unmet need for spacing7 (%)",5.4,6.8,"","","GJ","Amreli"
"30. Health worker ever talked to female non-users about family planning (%)",30,11,"","","GJ","Amreli"
"31. Current users ever told about side effects of current method8 (%)",75.4,31.7,"","Based on 25-49 unweighted cases","GJ","Amreli"
"32. Mothers who had an antenatal check-up in the first trimester (%)",93.9,68.7,"","","GJ","Amreli"
"33. Mothers who had at least 4 antenatal care visits (%)",92.6,40.8,"","","GJ","Amreli"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",89.3,96.9,"","","GJ","Amreli"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",73.8,31.7,"","","GJ","Amreli"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",59.2,25.3,"","","GJ","Amreli"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.3,94.6,"","","GJ","Amreli"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",87,60.5,"","","GJ","Amreli"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",1648,2554,"","","GJ","Amreli"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","GJ","Amreli"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",85.9,NA,"","","GJ","Amreli"
"42. Institutional births (%)",90.1,81.7,"","","GJ","Amreli"
"43. Institutional births in public facility (%)",45.5,38.1,"","","GJ","Amreli"
"44. Home births that were conducted by skilled health personnel10 (%)",2.4,4.4,"","","GJ","Amreli"
"45. Births attended by skilled health personnel10 (%)",81.2,83.3,"","","GJ","Amreli"
"46. Births delivered by caesarean section (%)",18.7,11.6,"","","GJ","Amreli"
"47. Births in a private health facility that were delivered by caesarean section (%)",31.5,22.1,"","","GJ","Amreli"
"48. Births in a public health facility that were delivered by caesarean section (%)",10.2,5.1,"","","GJ","Amreli"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",60.1,59.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","GJ","Amreli"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",68.1,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","GJ","Amreli"
"51. Children age 12-23 months who have received BCG (%)",93.4,94.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","GJ","Amreli"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",65.8,70.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","GJ","Amreli"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",87.5,78.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","GJ","Amreli"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",80.5,82.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","GJ","Amreli"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",17.5,NA,"Based on 25-49 unweighted cases","","GJ","Amreli"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",3.8,NA,"Based on 25-49 unweighted cases","","GJ","Amreli"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",85.6,44.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","GJ","Amreli"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",80.1,90.5,"","","GJ","Amreli"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",94.4,94.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","GJ","Amreli"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",3.9,5.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","GJ","Amreli"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",3.5,9.2,"","","GJ","Amreli"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","GJ","Amreli"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","GJ","Amreli"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","GJ","Amreli"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.3,0,"","","GJ","Amreli"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","GJ","Amreli"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",40.4,42.2,"","","GJ","Amreli"
"68. Children under age 6 months exclusively breastfed16 (%)",88.2,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","GJ","Amreli"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","GJ","Amreli"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",2.8,9.3,"","","GJ","Amreli"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","GJ","Amreli"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",3.8,7.9,"","","GJ","Amreli"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",35.3,37.8,"","","GJ","Amreli"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",23.7,24.6,"","","GJ","Amreli"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",7.2,6.4,"","","GJ","Amreli"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",30.6,31.7,"","","GJ","Amreli"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",6.8,0.5,"","","GJ","Amreli"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",18.3,17.1,"","","GJ","Amreli"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",29.1,28.2,"","","GJ","Amreli"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",39,NA,"","","GJ","Amreli"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",72,74.5,"","","GJ","Amreli"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",50.3,55.8,"","","GJ","Amreli"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,64.1,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","GJ","Amreli"
"84. All women age 15-49 years who are anaemic22 (%)",50,56,"","","GJ","Amreli"
"85. All women age 15-19 years who are anaemic22 (%)",47,58.3,"","","GJ","Amreli"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",8.3,NA,"","","GJ","Amreli"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",6.3,NA,"","","GJ","Amreli"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",15.5,NA,"","","GJ","Amreli"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",8,NA,"","","GJ","Amreli"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",8.3,NA,"","","GJ","Amreli"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",17.3,NA,"","","GJ","Amreli"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8,NA,"","","GJ","Amreli"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.3,NA,"","","GJ","Amreli"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",18,NA,"","","GJ","Amreli"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",6.3,NA,"","","GJ","Amreli"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.1,NA,"","","GJ","Amreli"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",11.5,NA,"","","GJ","Amreli"
"98.Ever undergone a screening test for cervical cancer (%)",0.2,NA,"","","GJ","Amreli"
"99.Ever undergone a breast examination for breast cancer (%)",0.4,NA,"","","GJ","Amreli"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.6,NA,"","","GJ","Amreli"
"101. Women age 15 years and above who use any kind of tobacco (%)",5,NA,"","","GJ","Amreli"
"102. Men age 15 years and above who use any kind of tobacco (%)",53.7,NA,"","","GJ","Amreli"
"103. Women age 15 years and above who consume alcohol (%)",0.4,NA,"","","GJ","Amreli"
"104. Men age 15 years and above who consume alcohol (%)",1.6,NA,"","","GJ","Amreli"
"1. Female population age 6 years and above who ever attended school (%)",75.2,77.7,"","","GJ","Anand"
"2. Population below age 15 years (%)",22.2,24.8,"","","GJ","Anand"
"3. Sex ratio of the total population (females per 1,000 males)",912,962,"","","GJ","Anand"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",726,851,"","","GJ","Anand"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",98.4,98.4,"","","GJ","Anand"
"6. Deaths in the last 3 years registered with the civil authority (%)",89.5,NA,"","","GJ","Anand"
"7. Population living in households with electricity (%)",98,97.9,"","","GJ","Anand"
"8. Population living in households with an improved drinking-water source1 (%)",99.7,99.6,"","","GJ","Anand"
"9. Population living in households that use an improved sanitation facility2 (%)",82.1,67.8,"","","GJ","Anand"
"10. Households using clean fuel for cooking3 (%)",65.1,43.1,"","","GJ","Anand"
"11. Households using iodized salt (%)",92.6,86.6,"","","GJ","Anand"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",36.2,14.5,"","","GJ","Anand"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",7.4,NA,"","","GJ","Anand"
"14. Women who are literate4 (%)",75.9,NA,"","","GJ","Anand"
"15. Women with 10 or more years of schooling (%)",32.2,30.9,"","","GJ","Anand"
"16. Women age 20-24 years married before age 18 years (%)",28,27.4,"","","GJ","Anand"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",2.3,3.7,"","","GJ","Anand"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",7,14.8,"","","GJ","Anand"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",69.1,64,"","","GJ","Anand"
"20. Any method6 (%)",53.7,51.5,"","","GJ","Anand"
"21. Any modern method6 (%)",49.2,43.8,"","","GJ","Anand"
"22. Female sterilization (%)",37.6,37.9,"","","GJ","Anand"
"23. Male sterilization (%)",0,0,"","","GJ","Anand"
"24. IUD/PPIUD (%)",1.5,1.2,"","","GJ","Anand"
"25. Pill (%)",0.6,0.5,"","","GJ","Anand"
"26. Condom (%)",9.2,4.2,"","","GJ","Anand"
"27. Injectables (%)",0.4,0,"","","GJ","Anand"
"28. Total unmet need7 (%)",16.5,13.9,"","","GJ","Anand"
"29. Unmet need for spacing7 (%)",6.3,4.7,"","","GJ","Anand"
"30. Health worker ever talked to female non-users about family planning (%)",23.9,26.5,"","","GJ","Anand"
"31. Current users ever told about side effects of current method8 (%)",74.5,59.6,"","","GJ","Anand"
"32. Mothers who had an antenatal check-up in the first trimester (%)",74.2,79.7,"","","GJ","Anand"
"33. Mothers who had at least 4 antenatal care visits (%)",64.2,78.5,"","","GJ","Anand"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",91.2,81.8,"","","GJ","Anand"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",55.5,39.8,"","","GJ","Anand"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",41.3,21,"","","GJ","Anand"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.6,91.8,"","","GJ","Anand"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.3,81.8,"","","GJ","Anand"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2488,1745,"","","GJ","Anand"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","GJ","Anand"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",88.6,NA,"","","GJ","Anand"
"42. Institutional births (%)",96,92.6,"","","GJ","Anand"
"43. Institutional births in public facility (%)",41.2,33.2,"","","GJ","Anand"
"44. Home births that were conducted by skilled health personnel10 (%)",1.3,1.2,"","","GJ","Anand"
"45. Births attended by skilled health personnel10 (%)",95.2,93.8,"","","GJ","Anand"
"46. Births delivered by caesarean section (%)",22.4,20.6,"","","GJ","Anand"
"47. Births in a private health facility that were delivered by caesarean section (%)",34,31.6,"","","GJ","Anand"
