"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"104. Men age 15 years and above who consume alcohol (%)",10.5,NA,"","","MH","Ahmednagar"
"1. Female population age 6 years and above who ever attended school (%)",86.3,85.2,"","","MH","Akola"
"2. Population below age 15 years (%)",23.5,24.7,"","","MH","Akola"
"3. Sex ratio of the total population (females per 1,000 males)",951,975,"","","MH","Akola"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",896,934,"","","MH","Akola"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",98.8,98.7,"","","MH","Akola"
"6. Deaths in the last 3 years registered with the civil authority (%)",94.4,NA,"","","MH","Akola"
"7. Population living in households with electricity (%)",97.6,94.9,"","","MH","Akola"
"8. Population living in households with an improved drinking-water source1 (%)",95.1,99.3,"","","MH","Akola"
"9. Population living in households that use an improved sanitation facility2 (%)",69.5,49.8,"","","MH","Akola"
"10. Households using clean fuel for cooking3 (%)",75.5,43.1,"","","MH","Akola"
"11. Households using iodized salt (%)",95.2,98.7,"","","MH","Akola"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",40.1,16.1,"","","MH","Akola"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",16.2,NA,"","","MH","Akola"
"14. Women who are literate4 (%)",87.5,NA,"","","MH","Akola"
"15. Women with 10 or more years of schooling (%)",52.7,44.9,"","","MH","Akola"
"16. Women age 20-24 years married before age 18 years (%)",13.5,13.2,"","","MH","Akola"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",2,1.7,"","","MH","Akola"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",5.7,6.5,"","","MH","Akola"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",79.7,58.7,"","","MH","Akola"
"20. Any method6 (%)",77,67.4,"","","MH","Akola"
"21. Any modern method6 (%)",72.8,65.7,"","","MH","Akola"
"22. Female sterilization (%)",48.6,51.7,"","","MH","Akola"
"23. Male sterilization (%)",0.6,0.4,"","","MH","Akola"
"24. IUD/PPIUD (%)",2.9,1.2,"","","MH","Akola"
"25. Pill (%)",3.8,2.2,"","","MH","Akola"
"26. Condom (%)",16.3,9.9,"","","MH","Akola"
"27. Injectables (%)",0.5,0.2,"","","MH","Akola"
"28. Total unmet need7 (%)",6.8,8.3,"","","MH","Akola"
"29. Unmet need for spacing7 (%)",3.7,3.6,"","","MH","Akola"
"30. Health worker ever talked to female non-users about family planning (%)",33.8,19.8,"","","MH","Akola"
"31. Current users ever told about side effects of current method8 (%)",59.5,30.1,"","","MH","Akola"
"32. Mothers who had an antenatal check-up in the first trimester (%)",75.1,80.8,"","","MH","Akola"
"33. Mothers who had at least 4 antenatal care visits (%)",76.3,80.4,"","","MH","Akola"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",92.9,95.1,"","","MH","Akola"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",60.6,33.8,"","","MH","Akola"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",40.4,26,"","","MH","Akola"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.3,91,"","","MH","Akola"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",82.3,80.1,"","","MH","Akola"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",1753,1759,"","","MH","Akola"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Akola"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",92.2,NA,"","","MH","Akola"
"42. Institutional births (%)",97.7,92,"","","MH","Akola"
"43. Institutional births in public facility (%)",65.9,56.2,"","","MH","Akola"
"44. Home births that were conducted by skilled health personnel10 (%)",0.9,2.4,"","","MH","Akola"
"45. Births attended by skilled health personnel10 (%)",86.4,94.4,"","","MH","Akola"
"46. Births delivered by caesarean section (%)",29.1,23.7,"","","MH","Akola"
"47. Births in a private health facility that were delivered by caesarean section (%)",42,37.1,"","","MH","Akola"
"48. Births in a public health facility that were delivered by caesarean section (%)",23.9,18.7,"","","MH","Akola"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",69.5,50.8,"","","MH","Akola"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",66.1,52.1,"","Based on 25-49 unweighted cases","MH","Akola"
"51. Children age 12-23 months who have received BCG (%)",97.8,90.4,"","","MH","Akola"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",77,76.6,"","","MH","Akola"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",80.1,70.5,"","","MH","Akola"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",83.8,83.5,"","","MH","Akola"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",25.2,NA,"","","MH","Akola"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",10,NA,"","","MH","Akola"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",71.6,63.2,"","","MH","Akola"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",88.3,79.9,"","","MH","Akola"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",89.8,88.9,"","","MH","Akola"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",10.2,11.1,"","","MH","Akola"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",12,11.7,"","","MH","Akola"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",70.6,74.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Akola"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",41.1,26.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Akola"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",77.3,89.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Akola"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",6.5,2.4,"","","MH","Akola"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",75.8,88.8,"","","MH","Akola"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",63.1,62.9,"","","MH","Akola"
"68. Children under age 6 months exclusively breastfed16 (%)",59.6,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Akola"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",46.7,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Akola"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",4,0,"","","MH","Akola"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",4.1,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Akola"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",4,0,"","","MH","Akola"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",31.8,41.2,"","","MH","Akola"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",29.4,22.7,"","","MH","Akola"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",14.7,7.7,"","","MH","Akola"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",30.8,39.3,"","","MH","Akola"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",8.6,2,"","","MH","Akola"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",16.1,25.1,"","","MH","Akola"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",19.6,20.6,"","","MH","Akola"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",25.2,NA,"","","MH","Akola"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",77.5,53.2,"","","MH","Akola"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",53.2,38.5,"","","MH","Akola"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",39.2,45,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Akola"
"84. All women age 15-49 years who are anaemic22 (%)",52.6,38.7,"","","MH","Akola"
"85. All women age 15-19 years who are anaemic22 (%)",60.3,42.7,"","","MH","Akola"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",5.1,NA,"","","MH","Akola"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",3.5,NA,"","","MH","Akola"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.6,NA,"","","MH","Akola"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",5.7,NA,"","","MH","Akola"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",3.2,NA,"","","MH","Akola"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.8,NA,"","","MH","Akola"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.7,NA,"","","MH","Akola"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.2,NA,"","","MH","Akola"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",19.4,NA,"","","MH","Akola"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",12.6,NA,"","","MH","Akola"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.2,NA,"","","MH","Akola"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",19.1,NA,"","","MH","Akola"
"98.Ever undergone a screening test for cervical cancer (%)",1.6,NA,"","","MH","Akola"
"99.Ever undergone a breast examination for breast cancer (%)",0.4,NA,"","","MH","Akola"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.5,NA,"","","MH","Akola"
"101. Women age 15 years and above who use any kind of tobacco (%)",10.4,NA,"","","MH","Akola"
"102. Men age 15 years and above who use any kind of tobacco (%)",44,NA,"","","MH","Akola"
"103. Women age 15 years and above who consume alcohol (%)",0.2,NA,"","","MH","Akola"
"104. Men age 15 years and above who consume alcohol (%)",12.9,NA,"","","MH","Akola"
"1. Female population age 6 years and above who ever attended school (%)",86.2,83,"","","MH","Amravati"
"2. Population below age 15 years (%)",21.1,22.9,"","","MH","Amravati"
"3. Sex ratio of the total population (females per 1,000 males)",994,979,"","","MH","Amravati"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1090,1052,"","","MH","Amravati"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",97.1,97.9,"","","MH","Amravati"
"6. Deaths in the last 3 years registered with the civil authority (%)",89.5,NA,"","","MH","Amravati"
"7. Population living in households with electricity (%)",99.1,93.6,"","","MH","Amravati"
"8. Population living in households with an improved drinking-water source1 (%)",95.8,95.3,"","","MH","Amravati"
"9. Population living in households that use an improved sanitation facility2 (%)",75.7,67.7,"","","MH","Amravati"
"10. Households using clean fuel for cooking3 (%)",71.7,50.3,"","","MH","Amravati"
"11. Households using iodized salt (%)",98.5,97.1,"","","MH","Amravati"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",31.9,24.3,"","","MH","Amravati"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",24.4,NA,"","","MH","Amravati"
"14. Women who are literate4 (%)",87.8,NA,"","","MH","Amravati"
"15. Women with 10 or more years of schooling (%)",55,49,"","","MH","Amravati"
"16. Women age 20-24 years married before age 18 years (%)",9.8,14,"","","MH","Amravati"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",2.2,0.9,"","","MH","Amravati"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",3.6,4.3,"","","MH","Amravati"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",83,59.9,"","","MH","Amravati"
"20. Any method6 (%)",79.2,72.4,"","","MH","Amravati"
"21. Any modern method6 (%)",77.7,70.7,"","","MH","Amravati"
"22. Female sterilization (%)",56.4,56.3,"","","MH","Amravati"
"23. Male sterilization (%)",1.3,2.1,"","","MH","Amravati"
"24. IUD/PPIUD (%)",1.3,1.8,"","","MH","Amravati"
"25. Pill (%)",3.7,1.9,"","","MH","Amravati"
"26. Condom (%)",14.4,8.6,"","","MH","Amravati"
"27. Injectables (%)",0.3,0,"","","MH","Amravati"
"28. Total unmet need7 (%)",4.6,6.7,"","","MH","Amravati"
"29. Unmet need for spacing7 (%)",2.5,3.7,"","","MH","Amravati"
"30. Health worker ever talked to female non-users about family planning (%)",20,19.4,"","","MH","Amravati"
"31. Current users ever told about side effects of current method8 (%)",52.8,26.7,"","","MH","Amravati"
"32. Mothers who had an antenatal check-up in the first trimester (%)",89.1,68.2,"","","MH","Amravati"
"33. Mothers who had at least 4 antenatal care visits (%)",71.7,75.7,"","","MH","Amravati"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",93.8,97.4,"","","MH","Amravati"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",38.1,50.2,"","","MH","Amravati"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",23.7,35.7,"","","MH","Amravati"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",99.1,94,"","","MH","Amravati"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",80.2,69.8,"","","MH","Amravati"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3557,6546,"","","MH","Amravati"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Amravati"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",79.4,NA,"","","MH","Amravati"
"42. Institutional births (%)",91.3,93,"","","MH","Amravati"
"43. Institutional births in public facility (%)",65.4,60.9,"","","MH","Amravati"
"44. Home births that were conducted by skilled health personnel10 (%)",1.8,2.2,"","","MH","Amravati"
"45. Births attended by skilled health personnel10 (%)",89.7,88.8,"","","MH","Amravati"
"46. Births delivered by caesarean section (%)",30.2,18.4,"","","MH","Amravati"
"47. Births in a private health facility that were delivered by caesarean section (%)",58.9,32.9,"","","MH","Amravati"
"48. Births in a public health facility that were delivered by caesarean section (%)",22.7,12.9,"","","MH","Amravati"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",92.5,64.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Amravati"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",92.5,77.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Amravati"
"51. Children age 12-23 months who have received BCG (%)",100,91,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Amravati"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",92.5,73,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Amravati"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",95.9,78.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Amravati"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",95.9,89.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Amravati"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",40.2,NA,"Based on 25-49 unweighted cases","","MH","Amravati"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",2.1,NA,"Based on 25-49 unweighted cases","","MH","Amravati"
