"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",96.4,87.5,"","","KL","Alappuzha"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",89.2,78.7,"","","KL","Alappuzha"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",NA,NA,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Alappuzha"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",85.1,NA,"","","KL","Alappuzha"
"42. Institutional births (%)",99.4,99,"","","KL","Alappuzha"
"43. Institutional births in public facility (%)",49,44.1,"","","KL","Alappuzha"
"44. Home births that were conducted by skilled health personnel10 (%)",0.6,0,"","","KL","Alappuzha"
"45. Births attended by skilled health personnel10 (%)",100,99,"","","KL","Alappuzha"
"46. Births delivered by caesarean section (%)",47.8,43.2,"","","KL","Alappuzha"
"47. Births in a private health facility that were delivered by caesarean section (%)",53.8,49.9,"","","KL","Alappuzha"
"48. Births in a public health facility that were delivered by caesarean section (%)",42.2,35.9,"","","KL","Alappuzha"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",61.9,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"51. Children age 12-23 months who have received BCG (%)",96.9,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",79.3,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",76.8,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",83.3,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",22.2,NA,"Based on 25-49 unweighted cases","","KL","Alappuzha"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",8.7,NA,"Based on 25-49 unweighted cases","","KL","Alappuzha"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",76.8,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",92.1,86.4,"","","KL","Alappuzha"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",4.5,3.8,"","","KL","Alappuzha"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.8,1.4,"","","KL","Alappuzha"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",79.9,88.4,"","Based on 25-49 unweighted cases","KL","Alappuzha"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",62.1,60.2,"","","KL","Alappuzha"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",17.2,5.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Alappuzha"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Alappuzha"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",17.9,5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Alappuzha"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",20.1,14.5,"","","KL","Alappuzha"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",14.4,16.6,"","","KL","Alappuzha"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",2.1,3.5,"","","KL","Alappuzha"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",20.4,17.2,"","","KL","Alappuzha"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",4.5,4,"","","KL","Alappuzha"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",14.3,12.4,"","","KL","Alappuzha"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",41.9,37.7,"","","KL","Alappuzha"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",58.9,NA,"","","KL","Alappuzha"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",30.3,24.9,"","","KL","Alappuzha"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",32,26.6,"","","KL","Alappuzha"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,35.3,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","KL","Alappuzha"
"84. All women age 15-49 years who are anaemic22 (%)",31.9,27,"","","KL","Alappuzha"
"85. All women age 15-19 years who are anaemic22 (%)",22.9,28.4,"","","KL","Alappuzha"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",9.4,NA,"","","KL","Alappuzha"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",12.4,NA,"","","KL","Alappuzha"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",25.2,NA,"","","KL","Alappuzha"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",8.2,NA,"","","KL","Alappuzha"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",14.6,NA,"","","KL","Alappuzha"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",25.4,NA,"","","KL","Alappuzha"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",15.2,NA,"","","KL","Alappuzha"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",6.3,NA,"","","KL","Alappuzha"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",32.1,NA,"","","KL","Alappuzha"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",20.5,NA,"","","KL","Alappuzha"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.7,NA,"","","KL","Alappuzha"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",36.2,NA,"","","KL","Alappuzha"
"98. Ever undergone a screening test for cervical cancer (%)",4.7,NA,"","","KL","Alappuzha"
"99. Ever undergone a breast examination for breast cancer (%)",2.6,NA,"","","KL","Alappuzha"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.7,NA,"","","KL","Alappuzha"
"101. Women age 15 years and above who use any kind of tobacco (%)",1.8,NA,"","","KL","Alappuzha"
"102. Men age 15 years and above who use any kind of tobacco (%)",18.3,NA,"","","KL","Alappuzha"
"103. Women age 15 years and above who consume alcohol (%)",0.2,NA,"","","KL","Alappuzha"
"104. Men age 15 years and above who consume alcohol (%)",29,NA,"","","KL","Alappuzha"
"1. Female population age 6 years and above who ever attended school (%)",97.2,97.7,"","","KL","Ernakulam"
"2. Population below age 15 years (%)",18.8,18.8,"","","KL","Ernakulam"
"3. Sex ratio of the total population (females per 1,000 males)",1046,1076,"","","KL","Ernakulam"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1034,1246,"","","KL","Ernakulam"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",98,98.6,"","","KL","Ernakulam"
"6. Deaths in the last 3 years registered with the civil authority (%)",98.7,NA,"","","KL","Ernakulam"
"7. Population living in households with electricity (%)",100,100,"","","KL","Ernakulam"
"8. Population living in households with an improved drinking-water source1 (%)",98.2,97.3,"","","KL","Ernakulam"
"9. Population living in households that use an improved sanitation facility2 (%)",99.3,99.3,"","","KL","Ernakulam"
"10. Households using clean fuel for cooking3 (%)",88.4,79.7,"","","KL","Ernakulam"
"11. Households using iodized salt (%)",99.3,97.7,"","","KL","Ernakulam"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",46.2,47.7,"","","KL","Ernakulam"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",37.7,NA,"Based on 25-49 unweighted cases","","KL","Ernakulam"
"14. Women who are literate4 (%)",99.3,NA,"","","KL","Ernakulam"
"15. Women with 10 or more years of schooling (%)",83.8,83,"","","KL","Ernakulam"
"16. Women age 20-24 years married before age 18 years (%)",2.9,0,"","","KL","Ernakulam"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1,1.2,"","","KL","Ernakulam"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",0,2.4,"","","KL","Ernakulam"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",94.5,95.2,"","","KL","Ernakulam"
"20. Any method6 (%)",69.7,57.8,"","","KL","Ernakulam"
"21. Any modern method6 (%)",61.5,55,"","","KL","Ernakulam"
"22. Female sterilization (%)",51.9,49.9,"","","KL","Ernakulam"
"23. Male sterilization (%)",0,0.1,"","","KL","Ernakulam"
"24. IUD/PPIUD (%)",1.5,1.7,"","","KL","Ernakulam"
"25. Pill (%)",0.3,0,"","","KL","Ernakulam"
"26. Condom (%)",6.1,3.2,"","","KL","Ernakulam"
"27. Injectables (%)",0,0,"","","KL","Ernakulam"
"28. Total unmet need7 (%)",10.7,11.6,"","","KL","Ernakulam"
"29. Unmet need for spacing7 (%)",6.8,6.9,"","","KL","Ernakulam"
"30. Health worker ever talked to female non-users about family planning (%)",12.9,14.7,"","","KL","Ernakulam"
"31. Current users ever told about side effects of current method8 (%)",79.9,48.4,"","","KL","Ernakulam"
"32. Mothers who had an antenatal check-up in the first trimester (%)",92.6,93.5,"","","KL","Ernakulam"
"33. Mothers who had at least 4 antenatal care visits (%)",82.2,94.7,"","","KL","Ernakulam"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",96.5,97.3,"","","KL","Ernakulam"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",82.8,71,"","","KL","Ernakulam"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",70.6,59.5,"","","KL","Ernakulam"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",90.9,83.6,"","","KL","Ernakulam"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",96.1,94.8,"","","KL","Ernakulam"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",NA,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Ernakulam"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Ernakulam"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",94.2,NA,"","","KL","Ernakulam"
"42. Institutional births (%)",99.1,100,"","","KL","Ernakulam"
"43. Institutional births in public facility (%)",23.2,19.7,"","","KL","Ernakulam"
"44. Home births that were conducted by skilled health personnel10 (%)",0.5,0,"","","KL","Ernakulam"
"45. Births attended by skilled health personnel10 (%)",100,100,"","","KL","Ernakulam"
"46. Births delivered by caesarean section (%)",51.1,40,"","","KL","Ernakulam"
"47. Births in a private health facility that were delivered by caesarean section (%)",50,39.2,"","","KL","Ernakulam"
"48. Births in a public health facility that were delivered by caesarean section (%)",56.6,43.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Ernakulam"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",82.6,75.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Ernakulam"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",96.9,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Ernakulam"
"51. Children age 12-23 months who have received BCG (%)",97.9,100,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Ernakulam"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",82.6,84.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Ernakulam"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",91.4,90.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Ernakulam"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",92.7,81.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Ernakulam"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",15.1,NA,"Based on 25-49 unweighted cases","","KL","Ernakulam"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",8.9,NA,"Based on 25-49 unweighted cases","","KL","Ernakulam"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",91.4,87.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Ernakulam"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",88.2,73.6,"","","KL","Ernakulam"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",93.4,50.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Ernakulam"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",6.7,49.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Ernakulam"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",1.8,3.1,"","","KL","Ernakulam"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Ernakulam"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Ernakulam"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Ernakulam"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.4,0,"","","KL","Ernakulam"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",89.6,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Ernakulam"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",71,66.3,"","","KL","Ernakulam"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Ernakulam"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Ernakulam"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",11.9,25.2,"","Based on 25-49 unweighted cases","KL","Ernakulam"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Ernakulam"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",11.3,23.9,"","Based on 25-49 unweighted cases","KL","Ernakulam"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",22,12.4,"","","KL","Ernakulam"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",17.1,15.9,"","","KL","Ernakulam"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",7.4,7.9,"","","KL","Ernakulam"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",19.4,12,"","","KL","Ernakulam"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",5.4,1.3,"","","KL","Ernakulam"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",8,7.3,"","","KL","Ernakulam"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",39.6,34.5,"","","KL","Ernakulam"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",74.2,NA,"","","KL","Ernakulam"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",36.4,23.4,"","","KL","Ernakulam"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",32.1,38,"","","KL","Ernakulam"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,26.4,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","KL","Ernakulam"
"84. All women age 15-49 years who are anaemic22 (%)",31.7,37.6,"","","KL","Ernakulam"
"85. All women age 15-19 years who are anaemic22 (%)",30.1,38.2,"","","KL","Ernakulam"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",9.3,NA,"","","KL","Ernakulam"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",11.8,NA,"","","KL","Ernakulam"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",25.8,NA,"","","KL","Ernakulam"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.5,NA,"","","KL","Ernakulam"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",11.5,NA,"","","KL","Ernakulam"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",25.5,NA,"","","KL","Ernakulam"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",15.7,NA,"","","KL","Ernakulam"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5,NA,"","","KL","Ernakulam"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",29.6,NA,"","","KL","Ernakulam"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18.1,NA,"","","KL","Ernakulam"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.5,NA,"","","KL","Ernakulam"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",30.2,NA,"","","KL","Ernakulam"
"98. Ever undergone a screening test for cervical cancer (%)",2.9,NA,"","","KL","Ernakulam"
"99. Ever undergone a breast examination for breast cancer (%)",2,NA,"","","KL","Ernakulam"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.7,NA,"","","KL","Ernakulam"
"101. Women age 15 years and above who use any kind of tobacco (%)",1.4,NA,"","","KL","Ernakulam"
"102. Men age 15 years and above who use any kind of tobacco (%)",15.3,NA,"","","KL","Ernakulam"
"103. Women age 15 years and above who consume alcohol (%)",0.5,NA,"","","KL","Ernakulam"
"104. Men age 15 years and above who consume alcohol (%)",25,NA,"","","KL","Ernakulam"
"1. Female population age 6 years and above who ever attended school (%)",93,92.5,"","","KL","Idukki"
"2. Population below age 15 years (%)",19,17.8,"","","KL","Idukki"
"3. Sex ratio of the total population (females per 1,000 males)",1029,965,"","","KL","Idukki"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",859,1139,"","","KL","Idukki"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",97.8,98.4,"","","KL","Idukki"
"6. Deaths in the last 3 years registered with the civil authority (%)",97.6,NA,"","","KL","Idukki"
"7. Population living in households with electricity (%)",99,99.4,"","","KL","Idukki"
"8. Population living in households with an improved drinking-water source1 (%)",82.3,93.3,"","","KL","Idukki"
"9. Population living in households that use an improved sanitation facility2 (%)",97.5,94.8,"","","KL","Idukki"
"10. Households using clean fuel for cooking3 (%)",54.3,47.2,"","","KL","Idukki"
"11. Households using iodized salt (%)",99.6,99.1,"","","KL","Idukki"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",58.1,54.2,"","","KL","Idukki"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",18.3,NA,"Based on 25-49 unweighted cases","","KL","Idukki"
"14. Women who are literate4 (%)",94.4,NA,"","","KL","Idukki"
"15. Women with 10 or more years of schooling (%)",73.2,73,"","","KL","Idukki"
"16. Women age 20-24 years married before age 18 years (%)",7.1,3.7,"","","KL","Idukki"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",2.2,0,"","","KL","Idukki"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",2.7,0,"","","KL","Idukki"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",92.6,89.9,"","","KL","Idukki"
"20. Any method6 (%)",72.3,63,"","","KL","Idukki"
"21. Any modern method6 (%)",67.8,61.2,"","","KL","Idukki"
"22. Female sterilization (%)",60.5,57.8,"","","KL","Idukki"
"23. Male sterilization (%)",0,0,"","","KL","Idukki"
"24. IUD/PPIUD (%)",2.1,1,"","","KL","Idukki"
"25. Pill (%)",0,0.2,"","","KL","Idukki"
"26. Condom (%)",5.2,1.5,"","","KL","Idukki"
"27. Injectables (%)",0,0,"","","KL","Idukki"
"28. Total unmet need7 (%)",9.4,8,"","","KL","Idukki"
"29. Unmet need for spacing7 (%)",5.3,5.2,"","","KL","Idukki"
"30. Health worker ever talked to female non-users about family planning (%)",22.3,11.1,"","","KL","Idukki"
"31. Current users ever told about side effects of current method8 (%)",64.3,38.3,"","Based on 25-49 unweighted cases","KL","Idukki"
"32. Mothers who had an antenatal check-up in the first trimester (%)",93.3,98.3,"","","KL","Idukki"
"33. Mothers who had at least 4 antenatal care visits (%)",74.3,89.9,"","","KL","Idukki"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",98,92.6,"","","KL","Idukki"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",75.6,59.2,"","","KL","Idukki"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",63.6,44.2,"","","KL","Idukki"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",96,87,"","","KL","Idukki"
