"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"28. Total unmet need7 (%)",4.7,13.8,"","","KA","Bangalore"
"29. Unmet need for spacing7 (%)",3,7.8,"","","KA","Bangalore"
"30. Health worker ever talked to female non-users about family planning (%)",54.7,15.6,"","","KA","Bangalore"
"31. Current users ever told about side effects of current method8 (%)",90.7,32.4,"","","KA","Bangalore"
"32. Mothers who had an antenatal check-up in the first trimester (%)",75.3,51.4,"","","KA","Bangalore"
"33. Mothers who had at least 4 antenatal care visits (%)",74.6,48.1,"","","KA","Bangalore"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",98.4,84.2,"","","KA","Bangalore"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",58.8,49.2,"","","KA","Bangalore"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",46.3,40.9,"","","KA","Bangalore"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98,79.4,"","","KA","Bangalore"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",88,68.1,"","","KA","Bangalore"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3633,9333,"","","KA","Bangalore"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Bangalore"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",88.2,NA,"","","KA","Bangalore"
"42. Institutional births (%)",99.3,95.9,"","","KA","Bangalore"
"43. Institutional births in public facility (%)",54.7,47.9,"","","KA","Bangalore"
"44. Home births that were conducted by skilled health personnel10 (%)",0.7,1.4,"","","KA","Bangalore"
"45. Births attended by skilled health personnel10 (%)",94.4,90,"","","KA","Bangalore"
"46. Births delivered by caesarean section (%)",30.6,27.4,"","","KA","Bangalore"
"47. Births in a private health facility that were delivered by caesarean section (%)",48.9,35.7,"","","KA","Bangalore"
"48. Births in a public health facility that were delivered by caesarean section (%)",16,21.4,"","","KA","Bangalore"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",78.2,62.1,"Based on 25-49 unweighted cases","","KA","Bangalore"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",88.4,94.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Bangalore"
"51. Children age 12-23 months who have received BCG (%)",95.4,80.2,"Based on 25-49 unweighted cases","","KA","Bangalore"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",78.2,68.7,"Based on 25-49 unweighted cases","","KA","Bangalore"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",90,66.4,"Based on 25-49 unweighted cases","","KA","Bangalore"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",85.4,76.9,"Based on 25-49 unweighted cases","","KA","Bangalore"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",38.9,NA,"Based on 25-49 unweighted cases","","KA","Bangalore"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",11.2,NA,"Based on 25-49 unweighted cases","","KA","Bangalore"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",81.3,49.4,"Based on 25-49 unweighted cases","","KA","Bangalore"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",86.9,72.3,"","","KA","Bangalore"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",67.1,66.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Bangalore"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",32.9,33.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Bangalore"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",2.2,4.9,"","","KA","Bangalore"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Bangalore"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Bangalore"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Bangalore"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0,0.4,"","","KA","Bangalore"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Bangalore"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",53.8,49.8,"","","KA","Bangalore"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Bangalore"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Bangalore"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",4.8,13.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Bangalore"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,14,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","KA","Bangalore"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",7.4,13.9,"","","KA","Bangalore"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",31.3,28.1,"","","KA","Bangalore"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",19.2,28.9,"","","KA","Bangalore"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",11.4,11.7,"","","KA","Bangalore"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",28.1,26.8,"","","KA","Bangalore"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",4.3,3.5,"","","KA","Bangalore"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",10,14,"","","KA","Bangalore"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",40.1,32,"","","KA","Bangalore"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",44.4,NA,"","","KA","Bangalore"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",58.9,51.7,"","","KA","Bangalore"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",36,40,"","","KA","Bangalore"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",23.7,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Bangalore"
"84. All women age 15-49 years who are anaemic22 (%)",35.5,39.6,"","","KA","Bangalore"
"85. All women age 15-19 years who are anaemic22 (%)",45.1,40.2,"","","KA","Bangalore"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",8.4,NA,"","","KA","Bangalore"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",9.7,NA,"","","KA","Bangalore"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",19.4,NA,"","","KA","Bangalore"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",10.4,NA,"","","KA","Bangalore"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",9.2,NA,"","","KA","Bangalore"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",21.3,NA,"","","KA","Bangalore"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",21.2,NA,"","","KA","Bangalore"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.6,NA,"","","KA","Bangalore"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",30.7,NA,"","","KA","Bangalore"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",21.8,NA,"","","KA","Bangalore"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.5,NA,"","","KA","Bangalore"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",33.5,NA,"","","KA","Bangalore"
"98. Ever undergone a screening test for cervical cancer (%)",0.2,NA,"","","KA","Bangalore"
"99. Ever undergone a breast examination for breast cancer (%)",0.4,NA,"","","KA","Bangalore"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.6,NA,"","","KA","Bangalore"
"101. Women age 15 years and above who use any kind of tobacco (%)",2.9,NA,"","","KA","Bangalore"
"102. Men age 15 years and above who use any kind of tobacco (%)",20.9,NA,"","","KA","Bangalore"
"103. Women age 15 years and above who consume alcohol (%)",1.1,NA,"","","KA","Bangalore"
"104. Men age 15 years and above who consume alcohol (%)",17.3,NA,"","","KA","Bangalore"
"1. Female population age 6 years and above who ever attended school (%)",74.3,70.8,"","","KA","Bangalore Rural"
"2. Population below age 15 years (%)",20.5,23,"","","KA","Bangalore Rural"
"3. Sex ratio of the total population (females per 1,000 males)",986,994,"","","KA","Bangalore Rural"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1177,1313,"","","KA","Bangalore Rural"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",99,97.9,"","","KA","Bangalore Rural"
"6. Deaths in the last 3 years registered with the civil authority (%)",94.5,NA,"","","KA","Bangalore Rural"
"7. Population living in households with electricity (%)",99.2,98.8,"","","KA","Bangalore Rural"
"8. Population living in households with an improved drinking-water source1 (%)",97.9,99.6,"","","KA","Bangalore Rural"
"9. Population living in households that use an improved sanitation facility2 (%)",88.8,77.7,"","","KA","Bangalore Rural"
"10. Households using clean fuel for cooking3 (%)",93.6,64.5,"","","KA","Bangalore Rural"
"11. Households using iodized salt (%)",95.6,83,"","","KA","Bangalore Rural"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",34.9,38.6,"","","KA","Bangalore Rural"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",16.4,NA,"","","KA","Bangalore Rural"
"14. Women who are literate4 (%)",83.8,NA,"","","KA","Bangalore Rural"
"15. Women with 10 or more years of schooling (%)",56.3,49.6,"","","KA","Bangalore Rural"
"16. Women age 20-24 years married before age 18 years (%)",14.1,21,"","","KA","Bangalore Rural"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0.4,0.4,"","","KA","Bangalore Rural"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",6.4,12,"","","KA","Bangalore Rural"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",97.6,83.9,"","","KA","Bangalore Rural"
"20. Any method6 (%)",77.5,58.2,"","","KA","Bangalore Rural"
"21. Any modern method6 (%)",76.3,57.9,"","","KA","Bangalore Rural"
"22. Female sterilization (%)",65.7,56.1,"","","KA","Bangalore Rural"
"23. Male sterilization (%)",0.1,0,"","","KA","Bangalore Rural"
"24. IUD/PPIUD (%)",3.2,0.9,"","","KA","Bangalore Rural"
"25. Pill (%)",1.7,0,"","","KA","Bangalore Rural"
"26. Condom (%)",3.5,0.9,"","","KA","Bangalore Rural"
"27. Injectables (%)",0.8,0,"","","KA","Bangalore Rural"
"28. Total unmet need7 (%)",5.9,11.2,"","","KA","Bangalore Rural"
"29. Unmet need for spacing7 (%)",4.1,7.6,"","","KA","Bangalore Rural"
"30. Health worker ever talked to female non-users about family planning (%)",46.6,18.8,"","","KA","Bangalore Rural"
"31. Current users ever told about side effects of current method8 (%)",85.8,27.7,"","","KA","Bangalore Rural"
"32. Mothers who had an antenatal check-up in the first trimester (%)",81.8,71.1,"","","KA","Bangalore Rural"
"33. Mothers who had at least 4 antenatal care visits (%)",90.9,75.6,"","","KA","Bangalore Rural"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",100,87.6,"","","KA","Bangalore Rural"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",67,46.5,"","","KA","Bangalore Rural"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",39.8,38.2,"","","KA","Bangalore Rural"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.4,95.6,"","","KA","Bangalore Rural"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91.7,62,"","","KA","Bangalore Rural"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",4836,5600,"","","KA","Bangalore Rural"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Bangalore Rural"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91,NA,"","","KA","Bangalore Rural"
"42. Institutional births (%)",100,98.5,"","","KA","Bangalore Rural"
"43. Institutional births in public facility (%)",72,63,"","","KA","Bangalore Rural"
"44. Home births that were conducted by skilled health personnel10 (%)",0,1.1,"","","KA","Bangalore Rural"
"45. Births attended by skilled health personnel10 (%)",97.9,99.6,"","","KA","Bangalore Rural"
"46. Births delivered by caesarean section (%)",43.6,30.5,"","","KA","Bangalore Rural"
"47. Births in a private health facility that were delivered by caesarean section (%)",60.5,45,"","","KA","Bangalore Rural"
"48. Births in a public health facility that were delivered by caesarean section (%)",37,23,"","","KA","Bangalore Rural"
