"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",8.5,NA,"","","AP","Anantapur"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",23.4,NA,"","","AP","Anantapur"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",16.2,NA,"","","AP","Anantapur"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.7,NA,"","","AP","Anantapur"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",26.7,NA,"","","AP","Anantapur"
"98. Ever undergone a screening test for cervical cancer (%)",1,NA,"","","AP","Anantapur"
"99. Ever undergone a breast examination for breast cancer (%)",0.4,NA,"","","AP","Anantapur"
"100. Ever undergone an oral cavity examination for oral cancer (%)",4,NA,"","","AP","Anantapur"
"101. Women age 15 years and above who use any kind of tobacco (%)",5,NA,"","","AP","Anantapur"
"102. Men age 15 years and above who use any kind of tobacco (%)",20.5,NA,"","","AP","Anantapur"
"103. Women age 15 years and above who consume alcohol (%)",0.6,NA,"","","AP","Anantapur"
"104. Men age 15 years and above who consume alcohol (%)",16.8,NA,"","","AP","Anantapur"
"1. Female population age 6 years and above who ever attended school (%)",65.6,65,"","","AP","Chittoor"
"2. Population below age 15 years (%)",22.6,23.4,"","","AP","Chittoor"
"3. Sex ratio of the total population (females per 1,000 males)",1024,1079,"","","AP","Chittoor"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1019,1168,"","","AP","Chittoor"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",94.7,86.4,"","","AP","Chittoor"
"6. Deaths in the last 3 years registered with the civil authority (%)",74.3,NA,"","","AP","Chittoor"
"7. Population living in households with electricity (%)",99.7,99.4,"","","AP","Chittoor"
"8. Population living in households with an improved drinking-water source1 (%)",98.5,99.8,"","","AP","Chittoor"
"9. Population living in households that use an improved sanitation facility2 (%)",74.6,40.9,"","","AP","Chittoor"
"10. Households using clean fuel for cooking3 (%)",86.6,59.4,"","","AP","Chittoor"
"11. Households using iodized salt (%)",85.5,83.8,"","","AP","Chittoor"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",70.7,74.8,"","","AP","Chittoor"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",14.2,NA,"","","AP","Chittoor"
"14. Women who are literate4 (%)",69.3,NA,"","","AP","Chittoor"
"15. Women with 10 or more years of schooling (%)",40.3,39,"","","AP","Chittoor"
"16. Women age 20-24 years married before age 18 years (%)",28.1,26.6,"","","AP","Chittoor"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",3.2,2.1,"","","AP","Chittoor"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",19.7,14.7,"","","AP","Chittoor"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",94.7,82.6,"","","AP","Chittoor"
"20. Any method6 (%)",69,59.7,"","","AP","Chittoor"
"21. Any modern method6 (%)",68.9,59.5,"","","AP","Chittoor"
"22. Female sterilization (%)",67.9,58.3,"","","AP","Chittoor"
"23. Male sterilization (%)",0,0,"","","AP","Chittoor"
"24. IUD/PPIUD (%)",0,0.7,"","","AP","Chittoor"
"25. Pill (%)",0,0.4,"","","AP","Chittoor"
"26. Condom (%)",0.8,0.2,"","","AP","Chittoor"
"27. Injectables (%)",0,0,"","","AP","Chittoor"
"28. Total unmet need7 (%)",6,4.2,"","","AP","Chittoor"
"29. Unmet need for spacing7 (%)",3.9,2.7,"","","AP","Chittoor"
"30. Health worker ever talked to female non-users about family planning (%)",21.3,13.6,"","","AP","Chittoor"
"31. Current users ever told about side effects of current method8 (%)",29.1,30.8,"","","AP","Chittoor"
"32. Mothers who had an antenatal check-up in the first trimester (%)",80.3,72,"","","AP","Chittoor"
"33. Mothers who had at least 4 antenatal care visits (%)",65.3,70.4,"","","AP","Chittoor"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",97.8,94.7,"","","AP","Chittoor"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",71.7,64.1,"","","AP","Chittoor"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",43.7,30.5,"","","AP","Chittoor"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.2,90.7,"","","AP","Chittoor"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",93.8,82,"","","AP","Chittoor"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2533,1723,"","","AP","Chittoor"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Chittoor"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",95.2,NA,"","","AP","Chittoor"
"42. Institutional births (%)",97.1,94,"","","AP","Chittoor"
"43. Institutional births in public facility (%)",66.5,53,"","","AP","Chittoor"
"44. Home births that were conducted by skilled health personnel10 (%)",1.3,1.4,"","","AP","Chittoor"
"45. Births attended by skilled health personnel10 (%)",97.6,87.9,"","","AP","Chittoor"
"46. Births delivered by caesarean section (%)",26.4,32.9,"","","AP","Chittoor"
"47. Births in a private health facility that were delivered by caesarean section (%)",54.7,53.6,"","","AP","Chittoor"
"48. Births in a public health facility that were delivered by caesarean section (%)",14.6,20.6,"","","AP","Chittoor"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",66.6,67.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Chittoor"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",87.5,79.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Chittoor"
"51. Children age 12-23 months who have received BCG (%)",97.2,98,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Chittoor"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",69.1,74.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Chittoor"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",88.4,87.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Chittoor"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",89.6,91.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Chittoor"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",26.8,NA,"Based on 25-49 unweighted cases","","AP","Chittoor"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",75,NA,"Based on 25-49 unweighted cases","","AP","Chittoor"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",86.2,65,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Chittoor"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",76.9,75.2,"","","AP","Chittoor"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,91.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Chittoor"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,8.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Chittoor"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",4.8,2.8,"","","AP","Chittoor"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Chittoor"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Chittoor"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Chittoor"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",3.1,0,"","","AP","Chittoor"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",84.4,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","AP","Chittoor"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",38.7,45.6,"","","AP","Chittoor"
"68. Children under age 6 months exclusively breastfed16 (%)",65.5,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Chittoor"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Chittoor"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",6.2,3.7,"Based on 25-49 unweighted cases","","AP","Chittoor"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Chittoor"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",6,4.4,"","","AP","Chittoor"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",27.1,31.4,"","","AP","Chittoor"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",14.8,18.1,"","","AP","Chittoor"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",6.3,4.6,"","","AP","Chittoor"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",27.9,32.4,"","","AP","Chittoor"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",0.5,0,"","","AP","Chittoor"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",20.1,21,"","","AP","Chittoor"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",33.4,28.5,"","","AP","Chittoor"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",41.7,NA,"","","AP","Chittoor"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",54.9,46.6,"","","AP","Chittoor"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",51.8,48.4,"","","AP","Chittoor"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",52.7,58.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Chittoor"
"84. All women age 15-49 years who are anaemic22 (%)",51.8,48.8,"","","AP","Chittoor"
"85. All women age 15-19 years who are anaemic22 (%)",43.9,52,"","","AP","Chittoor"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.9,NA,"","","AP","Chittoor"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",8.4,NA,"","","AP","Chittoor"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",17.2,NA,"","","AP","Chittoor"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",7.2,NA,"","","AP","Chittoor"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",12.3,NA,"","","AP","Chittoor"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",22.4,NA,"","","AP","Chittoor"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.7,NA,"","","AP","Chittoor"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.4,NA,"","","AP","Chittoor"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",22.7,NA,"","","AP","Chittoor"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",16.8,NA,"","","AP","Chittoor"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.9,NA,"","","AP","Chittoor"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",27.1,NA,"","","AP","Chittoor"
"98. Ever undergone a screening test for cervical cancer (%)",2.2,NA,"","","AP","Chittoor"
"99. Ever undergone a breast examination for breast cancer (%)",0.3,NA,"","","AP","Chittoor"
"100. Ever undergone an oral cavity examination for oral cancer (%)",4,NA,"","","AP","Chittoor"
"101. Women age 15 years and above who use any kind of tobacco (%)",4.3,NA,"","","AP","Chittoor"
"102. Men age 15 years and above who use any kind of tobacco (%)",18.7,NA,"","","AP","Chittoor"
"103. Women age 15 years and above who consume alcohol (%)",0.4,NA,"","","AP","Chittoor"
"104. Men age 15 years and above who consume alcohol (%)",18.3,NA,"","","AP","Chittoor"
"1. Female population age 6 years and above who ever attended school (%)",75.4,69,"","","AP","East Godavari"
"2. Population below age 15 years (%)",20.5,21.8,"","","AP","East Godavari"
"3. Sex ratio of the total population (females per 1,000 males)",995,927,"","","AP","East Godavari"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",882,1008,"","","AP","East Godavari"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",93,84.3,"","","AP","East Godavari"
"6. Deaths in the last 3 years registered with the civil authority (%)",68.2,NA,"","","AP","East Godavari"
"7. Population living in households with electricity (%)",98.8,99.4,"","","AP","East Godavari"
"8. Population living in households with an improved drinking-water source1 (%)",97.9,97.7,"","","AP","East Godavari"
"9. Population living in households that use an improved sanitation facility2 (%)",77.7,58.4,"","","AP","East Godavari"
"10. Households using clean fuel for cooking3 (%)",80.3,50.3,"","","AP","East Godavari"
"11. Households using iodized salt (%)",81.2,82.3,"","","AP","East Godavari"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",66.4,70.9,"","","AP","East Godavari"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",11.2,NA,"Based on 25-49 unweighted cases","","AP","East Godavari"
"14. Women who are literate4 (%)",77.9,NA,"","","AP","East Godavari"
"15. Women with 10 or more years of schooling (%)",43.2,35.5,"","","AP","East Godavari"
"16. Women age 20-24 years married before age 18 years (%)",26,31.6,"","","AP","East Godavari"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1.3,1.4,"","","AP","East Godavari"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",6.2,12.8,"","","AP","East Godavari"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",71,52.5,"","","AP","East Godavari"
"20. Any method6 (%)",66.3,72.2,"","","AP","East Godavari"
"21. Any modern method6 (%)",66.3,72.2,"","","AP","East Godavari"
"22. Female sterilization (%)",64.1,70.1,"","","AP","East Godavari"
"23. Male sterilization (%)",0.9,1.5,"","","AP","East Godavari"
"24. IUD/PPIUD (%)",0.1,0,"","","AP","East Godavari"
"25. Pill (%)",0.3,0.2,"","","AP","East Godavari"
"26. Condom (%)",1.1,0.3,"","","AP","East Godavari"
"27. Injectables (%)",0,0,"","","AP","East Godavari"
"28. Total unmet need7 (%)",8,3.4,"","","AP","East Godavari"
"29. Unmet need for spacing7 (%)",4.4,1.5,"","","AP","East Godavari"
"30. Health worker ever talked to female non-users about family planning (%)",12.5,20.6,"","","AP","East Godavari"
"31. Current users ever told about side effects of current method8 (%)",32.4,30.1,"","","AP","East Godavari"
"32. Mothers who had an antenatal check-up in the first trimester (%)",76.3,85.5,"","","AP","East Godavari"
"33. Mothers who had at least 4 antenatal care visits (%)",51,77.2,"","","AP","East Godavari"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",87,94.6,"","","AP","East Godavari"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",62.7,56.6,"","","AP","East Godavari"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",32.3,24.3,"","","AP","East Godavari"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",91.4,90.8,"","","AP","East Godavari"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91.9,83,"","","AP","East Godavari"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",8159,1953,"","","AP","East Godavari"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","East Godavari"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",93.5,NA,"","","AP","East Godavari"
"42. Institutional births (%)",96.6,96.9,"","","AP","East Godavari"
"43. Institutional births in public facility (%)",46,41.6,"","","AP","East Godavari"
"44. Home births that were conducted by skilled health personnel10 (%)",2.2,2.2,"","","AP","East Godavari"
"45. Births attended by skilled health personnel10 (%)",89.9,91.7,"","","AP","East Godavari"
"46. Births delivered by caesarean section (%)",52.2,44.6,"","","AP","East Godavari"
"47. Births in a private health facility that were delivered by caesarean section (%)",72,63.9,"","","AP","East Godavari"
"48. Births in a public health facility that were delivered by caesarean section (%)",34.1,22.2,"","","AP","East Godavari"
