"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.9,NA,"","","BR","Araria"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",6.4,NA,"","","BR","Araria"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",13.6,NA,"","","BR","Araria"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",10.1,NA,"","","BR","Araria"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",7.8,NA,"","","BR","Araria"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",18.8,NA,"","","BR","Araria"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",5,NA,"","","BR","Araria"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",2.9,NA,"","","BR","Araria"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",12.1,NA,"","","BR","Araria"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8.9,NA,"","","BR","Araria"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.1,NA,"","","BR","Araria"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",15.8,NA,"","","BR","Araria"
"98.Ever undergone a screening test for cervical cancer (%)",1.1,NA,"","","BR","Araria"
"99.Ever undergone a breast examination for breast cancer (%)",0.7,NA,"","","BR","Araria"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.7,NA,"","","BR","Araria"
"101. Women age 15 years and above who use any kind of tobacco (%)",12.3,NA,"","","BR","Araria"
"102. Men age 15 years and above who use any kind of tobacco (%)",53.2,NA,"","","BR","Araria"
"103. Women age 15 years and above who consume alcohol (%)",0.2,NA,"","","BR","Araria"
"104. Men age 15 years and above who consume alcohol (%)",8.4,NA,"","","BR","Araria"
"1. Female population age 6 years and above who ever attended school (%)",62.6,59.3,"","","BR","Arwal"
"2. Population below age 15 years (%)",36.6,38.2,"","","BR","Arwal"
"3. Sex ratio of the total population (females per 1,000 males)",1076,1145,"","","BR","Arwal"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",815,932,"","","BR","Arwal"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",69.9,88.8,"","","BR","Arwal"
"6. Deaths in the last 3 years registered with the civil authority (%)",34.2,NA,"","","BR","Arwal"
"7. Population living in households with electricity (%)",97.4,48.2,"","","BR","Arwal"
"8. Population living in households with an improved drinking-water source1 (%)",99.9,99.4,"","","BR","Arwal"
"9. Population living in households that use an improved sanitation facility2 (%)",43.4,22.6,"","","BR","Arwal"
"10. Households using clean fuel for cooking3 (%)",29.3,10.2,"","","BR","Arwal"
"11. Households using iodized salt (%)",90.1,92.7,"","","BR","Arwal"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",15.6,25,"","","BR","Arwal"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",13.9,NA,"","","BR","Arwal"
"14. Women who are literate4 (%)",62.5,NA,"","","BR","Arwal"
"15. Women with 10 or more years of schooling (%)",32.9,30.6,"","","BR","Arwal"
"16. Women age 20-24 years married before age 18 years (%)",37.5,41.5,"","","BR","Arwal"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",3.2,4.3,"","","BR","Arwal"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",8.8,9.7,"","","BR","Arwal"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",54.5,23.4,"","","BR","Arwal"
"20. Any method6 (%)",60.5,29,"","","BR","Arwal"
"21. Any modern method6 (%)",42.8,27.2,"","","BR","Arwal"
"22. Female sterilization (%)",35.4,24.8,"","","BR","Arwal"
"23. Male sterilization (%)",0.1,0,"","","BR","Arwal"
"24. IUD/PPIUD (%)",0.5,0.5,"","","BR","Arwal"
"25. Pill (%)",1.6,0.4,"","","BR","Arwal"
"26. Condom (%)",3.4,1.3,"","","BR","Arwal"
"27. Injectables (%)",1,0.2,"","","BR","Arwal"
"28. Total unmet need7 (%)",12.2,20.8,"","","BR","Arwal"
"29. Unmet need for spacing7 (%)",5.4,9.9,"","","BR","Arwal"
"30. Health worker ever talked to female non-users about family planning (%)",27.1,10.7,"","","BR","Arwal"
"31. Current users ever told about side effects of current method8 (%)",56,29.3,"","","BR","Arwal"
"32. Mothers who had an antenatal check-up in the first trimester (%)",57.4,44.3,"","","BR","Arwal"
"33. Mothers who had at least 4 antenatal care visits (%)",34.5,11.5,"","","BR","Arwal"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",94.2,95.3,"","","BR","Arwal"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",17.2,6,"","","BR","Arwal"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",6.9,1.6,"","","BR","Arwal"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",95.5,93,"","","BR","Arwal"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",70.1,50.1,"","","BR","Arwal"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",1933,1247,"","","BR","Arwal"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",4.1,0,"","","BR","Arwal"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",70.1,NA,"","","BR","Arwal"
"42. Institutional births (%)",79.2,69.9,"","","BR","Arwal"
"43. Institutional births in public facility (%)",58.6,57.4,"","","BR","Arwal"
"44. Home births that were conducted by skilled health personnel10 (%)",5.4,4.1,"","","BR","Arwal"
"45. Births attended by skilled health personnel10 (%)",83.1,70.6,"","","BR","Arwal"
"46. Births delivered by caesarean section (%)",12.7,6.7,"","","BR","Arwal"
"47. Births in a private health facility that were delivered by caesarean section (%)",57.3,43.5,"","","BR","Arwal"
"48. Births in a public health facility that were delivered by caesarean section (%)",1.5,2.2,"","","BR","Arwal"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",84.2,74.1,"","","BR","Arwal"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",89,89.9,"","","BR","Arwal"
"51. Children age 12-23 months who have received BCG (%)",97.3,100,"","","BR","Arwal"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",85,81.6,"","","BR","Arwal"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",93.9,91.1,"","","BR","Arwal"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",94.7,91.1,"","","BR","Arwal"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",51.4,NA,"","","BR","Arwal"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",4.2,NA,"","","BR","Arwal"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",92.2,78.5,"","","BR","Arwal"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",57.1,60,"","","BR","Arwal"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",98.3,96.9,"","","BR","Arwal"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",1.7,3.1,"","","BR","Arwal"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",13.4,9.2,"","","BR","Arwal"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",57.5,40.6,"","","BR","Arwal"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",51.2,18.6,"","","BR","Arwal"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",83.1,37.8,"","","BR","Arwal"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",5,1.6,"","","BR","Arwal"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",86.3,46.4,"","","BR","Arwal"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",44.1,39.3,"","","BR","Arwal"
"68. Children under age 6 months exclusively breastfed16 (%)",48.3,43.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Arwal"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",61.7,44.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Arwal"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",10.3,3.2,"","","BR","Arwal"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",15.8,9.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Arwal"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",11.5,4.1,"","","BR","Arwal"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",45.6,50.2,"","","BR","Arwal"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",36.8,30.7,"","","BR","Arwal"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",14.8,16.4,"","","BR","Arwal"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",52.9,54,"","","BR","Arwal"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",2.9,1,"","","BR","Arwal"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",31.9,30.8,"","","BR","Arwal"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",12.4,7.8,"","","BR","Arwal"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",51.3,NA,"","","BR","Arwal"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",65.8,66.8,"","","BR","Arwal"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",66.6,57.3,"","","BR","Arwal"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",70.4,57.8,"","","BR","Arwal"
"84. All women age 15-49 years who are anaemic22 (%)",66.9,57.4,"","","BR","Arwal"
"85. All women age 15-19 years who are anaemic22 (%)",66.3,66.1,"","","BR","Arwal"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.3,NA,"","","BR","Arwal"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",4.1,NA,"","","BR","Arwal"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",10.9,NA,"","","BR","Arwal"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.3,NA,"","","BR","Arwal"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",5.8,NA,"","","BR","Arwal"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",15.9,NA,"","","BR","Arwal"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8.6,NA,"","","BR","Arwal"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",2.6,NA,"","","BR","Arwal"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",12.9,NA,"","","BR","Arwal"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",9,NA,"","","BR","Arwal"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.3,NA,"","","BR","Arwal"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",14,NA,"","","BR","Arwal"
"98.Ever undergone a screening test for cervical cancer (%)",0.4,NA,"","","BR","Arwal"
"99.Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","BR","Arwal"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.2,NA,"","","BR","Arwal"
"101. Women age 15 years and above who use any kind of tobacco (%)",2.4,NA,"","","BR","Arwal"
"102. Men age 15 years and above who use any kind of tobacco (%)",47.9,NA,"","","BR","Arwal"
"103. Women age 15 years and above who consume alcohol (%)",0.6,NA,"","","BR","Arwal"
"104. Men age 15 years and above who consume alcohol (%)",25.2,NA,"","","BR","Arwal"
"1. Female population age 6 years and above who ever attended school (%)",65,61.2,"","","BR","Aurangabad"
"2. Population below age 15 years (%)",35.2,36.7,"","","BR","Aurangabad"
"3. Sex ratio of the total population (females per 1,000 males)",1074,1084,"","","BR","Aurangabad"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",886,905,"","","BR","Aurangabad"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",75.4,57.2,"","","BR","Aurangabad"
"6. Deaths in the last 3 years registered with the civil authority (%)",33.9,NA,"","","BR","Aurangabad"
"7. Population living in households with electricity (%)",97.7,59.8,"","","BR","Aurangabad"
"8. Population living in households with an improved drinking-water source1 (%)",100,98.5,"","","BR","Aurangabad"
"9. Population living in households that use an improved sanitation facility2 (%)",47.1,27.5,"","","BR","Aurangabad"
"10. Households using clean fuel for cooking3 (%)",38.9,16.6,"","","BR","Aurangabad"
"11. Households using iodized salt (%)",92.4,93.7,"","","BR","Aurangabad"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",15.4,20.5,"","","BR","Aurangabad"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",12,NA,"","","BR","Aurangabad"
"14. Women who are literate4 (%)",67.6,NA,"","","BR","Aurangabad"
"15. Women with 10 or more years of schooling (%)",36.9,32.1,"","","BR","Aurangabad"
"16. Women age 20-24 years married before age 18 years (%)",27.3,34.2,"","","BR","Aurangabad"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",3.6,3.3,"","","BR","Aurangabad"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",7.3,7.2,"","","BR","Aurangabad"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",68.4,40.9,"","","BR","Aurangabad"
"20. Any method6 (%)",69.4,32.8,"","","BR","Aurangabad"
"21. Any modern method6 (%)",53.5,32.8,"","","BR","Aurangabad"
"22. Female sterilization (%)",44.2,30.5,"","","BR","Aurangabad"
"23. Male sterilization (%)",0,0.2,"","","BR","Aurangabad"
"24. IUD/PPIUD (%)",0.9,0.6,"","","BR","Aurangabad"
"25. Pill (%)",2.5,0.5,"","","BR","Aurangabad"
"26. Condom (%)",4.3,0.8,"","","BR","Aurangabad"
"27. Injectables (%)",0.6,0.3,"","","BR","Aurangabad"
"28. Total unmet need7 (%)",7.2,19.9,"","","BR","Aurangabad"
"29. Unmet need for spacing7 (%)",3.5,10.5,"","","BR","Aurangabad"
"30. Health worker ever talked to female non-users about family planning (%)",26.6,10.2,"","","BR","Aurangabad"
"31. Current users ever told about side effects of current method8 (%)",52.8,31.5,"","","BR","Aurangabad"
"32. Mothers who had an antenatal check-up in the first trimester (%)",53.6,42.2,"","","BR","Aurangabad"
"33. Mothers who had at least 4 antenatal care visits (%)",29.3,16.2,"","","BR","Aurangabad"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",93.2,98.3,"","","BR","Aurangabad"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",20.3,7.6,"","","BR","Aurangabad"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",9.4,1.3,"","","BR","Aurangabad"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",92.3,75,"","","BR","Aurangabad"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",71.5,58.3,"","","BR","Aurangabad"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",1804,1923,"","","BR","Aurangabad"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",1.4,0.9,"","","BR","Aurangabad"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",72,NA,"","","BR","Aurangabad"
"42. Institutional births (%)",77.5,71.5,"","","BR","Aurangabad"
"43. Institutional births in public facility (%)",61.9,52,"","","BR","Aurangabad"
"44. Home births that were conducted by skilled health personnel10 (%)",9.1,3.4,"","","BR","Aurangabad"
"45. Births attended by skilled health personnel10 (%)",84.6,74,"","","BR","Aurangabad"
"46. Births delivered by caesarean section (%)",10.2,11.2,"","","BR","Aurangabad"
"47. Births in a private health facility that were delivered by caesarean section (%)",52.7,47.1,"","","BR","Aurangabad"
"48. Births in a public health facility that were delivered by caesarean section (%)",3.1,3.8,"","","BR","Aurangabad"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",89.7,77.6,"","","BR","Aurangabad"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",90.6,80.7,"","","BR","Aurangabad"
"51. Children age 12-23 months who have received BCG (%)",99.4,96.7,"","","BR","Aurangabad"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",91.3,87.7,"","","BR","Aurangabad"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",95.9,95.4,"","","BR","Aurangabad"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",96.8,88.3,"","","BR","Aurangabad"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",33.3,NA,"","","BR","Aurangabad"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",6.1,NA,"","","BR","Aurangabad"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",91.2,75.8,"","","BR","Aurangabad"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",63.9,59.5,"","","BR","Aurangabad"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",99.2,98.3,"","","BR","Aurangabad"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,0,"","","BR","Aurangabad"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",7.1,6,"","","BR","Aurangabad"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",64.4,15.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Aurangabad"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",36.9,15.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Aurangabad"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",83.5,42.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Aurangabad"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.5,1.2,"","","BR","Aurangabad"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",84.4,61,"","Based on 25-49 unweighted cases","BR","Aurangabad"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",35.5,42.8,"","","BR","Aurangabad"
"68. Children under age 6 months exclusively breastfed16 (%)",61.8,51.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Aurangabad"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,48.3,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","BR","Aurangabad"
