"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"26. Condom (%)",16.1,NA,"","","MH","Thane"
"27. Injectables (%)",0,NA,"","","MH","Thane"
"28. Total unmet need7 (%)",10.3,NA,"","","MH","Thane"
"29. Unmet need for spacing7 (%)",5.3,NA,"","","MH","Thane"
"30. Health worker ever talked to female non-users about family planning (%)",24.7,NA,"","","MH","Thane"
"31. Current users ever told about side effects of current method8 (%)",56.9,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"32. Mothers who had an antenatal check-up in the first trimester (%)",58.9,NA,"","","MH","Thane"
"33. Mothers who had at least 4 antenatal care visits (%)",70.2,NA,"","","MH","Thane"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",97.4,NA,"","","MH","Thane"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",54.9,NA,"","","MH","Thane"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",32.2,NA,"","","MH","Thane"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",93.4,NA,"","","MH","Thane"
" 38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of",NA,NA,"","","MH","Thane"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2275,NA,"","","MH","Thane"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","MH","Thane"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",93.3,NA,"","","MH","Thane"
"42. Institutional births (%)",93.6,NA,"","","MH","Thane"
"43. Institutional births in public facility (%)",50.6,NA,"","","MH","Thane"
"44. Home births that were conducted by skilled health personnel10 (%)",1.6,NA,"","","MH","Thane"
"45. Births attended by skilled health personnel10 (%)",93.9,NA,"","","MH","Thane"
"46. Births delivered by caesarean section (%)",26.6,NA,"","","MH","Thane"
"47. Births in a private health facility that were delivered by caesarean section (%)",41.3,NA,"","","MH","Thane"
"48. Births in a public health facility that were delivered by caesarean section (%)",17.4,NA,"","","MH","Thane"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",74.9,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",86.8,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"51. Children age 12-23 months who have received BCG (%)",90.1,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",79,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",77.1,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",83.1,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",21.6,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",3.5,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",73.4,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",68.7,NA,"","","MH","Thane"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",87.3,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",12.8,NA,"Based on 25-49 unweighted cases","","MH","Thane"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",3,NA,"","","MH","Thane"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","MH","Thane"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","MH","Thane"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","MH","Thane"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.4,NA,"","","MH","Thane"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health ",NA,NA,"","","MH","Thane"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",NA,54.3,"","","MH","Thane"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","MH","Thane"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","MH","Thane"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",NA,6,"","Based on 25-49 unweighted cases","MH","Thane"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","MH","Thane"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",NA,4.6,"","","MH","Thane"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",NA,40.8,"","","MH","Thane"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",NA,17.8,"","","MH","Thane"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",NA,7,"","","MH","Thane"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",NA,30.8,"","","MH","Thane"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",NA,5,"","","MH","Thane"
"Nutritional Status of Women (age 15-49 years)",NA,NA,"","","MH","Thane"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",NA,18.9,"","","MH","Thane"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",NA,30.7,"","","MH","Thane"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",NA,62.2,"","","MH","Thane"
"Anaemia among Children and Women",NA,NA,"","","MH","Thane"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",NA,67.9,"","","MH","Thane"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",NA,58.8,"","","MH","Thane"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","MH","Thane"
"84. All women age 15-49 years who are anaemic22 (%)",NA,58.8,"","","MH","Thane"
"85. All women age 15-19 years who are anaemic22 (%)",NA,58.5,"","","MH","Thane"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",NA,6.5,"","","MH","Thane"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",NA,7.8,"","","MH","Thane"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",NA,15.7,"","","MH","Thane"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",NA,5.9,"","","MH","Thane"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",NA,6.7,"","","MH","Thane"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",NA,13.9,"","","MH","Thane"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",NA,13.9,"","","MH","Thane"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",NA,6.1,"","","MH","Thane"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood",NA,NA,"","","MH","Thane"
"pressure (%)",NA,24.5,"","","MH","Thane"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",NA,19.2,"","","MH","Thane"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",NA,7.1,"","","MH","Thane"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood",NA,NA,"","","MH","Thane"
"pressure (%)",NA,29.7,"","","MH","Thane"
"98.Ever undergone a screening test for cervical cancer (%)",NA,4.3,"","","MH","Thane"
"99.Ever undergone a breast examination for breast cancer (%)",NA,3,"","","MH","Thane"
"100. Ever undergone an oral cavity examination for oral cancer (%)",NA,4.8,"","","MH","Thane"
"101. Women age 15 years and above who use any kind of tobacco (%)",NA,6.9,"","","MH","Thane"
"102. Men age 15 years and above who use any kind of tobacco (%)",NA,24.2,"","","MH","Thane"
